,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
18,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0005158303469834291,0.0,0.5,0.0,0.0,2,2,2,1,3,2,False,False
19,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.028368794326241138,0.04661491110912201,0.0,0.05,0.0,0.0,2,2,4,4,4,2,False,False
20,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.002144082705406708,0.0,0.041666665,0.0,1.0,2,2,2,5,1,2,True,False
21,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,3,3,1,3,2,False,False
22,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.0016569095994013177,0.0,0.166666665,0.0,0.0,2,3,2,1,5,2,False,False
23,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0002500995621737838,0.0,0.5,0.0,0.8,2,2,4,1,3,2,False,False
24,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,2,2,4,1,2,True,False
25,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0024541019538302537,0.0,0.2,0.0,0.0,2,1,1,9,3,2,False,False
26,0.14814814814814814,0.019295536436502683,0.0,0.00039209920109787774,0.04539007092198582,0.017764016117451823,0.014285715,0.04761905,0.0,0.0,2,2,2,1,3,2,False,False
27,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0012036041429613347,0.25,0.5,0.0,0.0,2,1,1,1,3,2,False,False
28,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0010003982486951352,0.0,0.25,0.0,0.2,2,2,6,1,3,2,False,False
29,0.037037037037037035,0.0020589749246268108,0.041666666666666664,0.00039209920109787774,0.06382978723404256,0.02475594884954563,0.21739130499999998,0.25410628,0.14976560109491724,0.4,2,3,2,1,1,2,False,False
30,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0005627240148910136,0.0,0.5,0.0,0.0,2,1,1,6,3,2,False,False
31,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.0012348665882330576,0.0,0.333333335,0.0,0.0,2,1,2,6,6,2,True,False
32,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.003290372364848843,0.0,0.125,0.0,0.0,2,2,2,1,1,2,False,False
33,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.014184397163120569,0.002886565780610129,0.2,0.4,0.0,0.0,2,1,1,3,1,2,False,False
34,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.019858156028368795,0.005963311435581158,0.07142857,0.142857145,0.0,0.0,2,2,2,1,1,2,False,False
35,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.07375886524822696,0.032626157792878606,0.07692307500000001,0.10176282,0.0,0.0,2,2,2,7,1,2,False,False
36,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.006080545605350119,0.125,0.28125,0.0,0.0,2,3,2,1,4,2,True,False
37,0.07407407407407407,0.005588646223987059,0.0,0.00039209920109787774,0.007092198581560284,0.004673735568122585,0.0,0.142857145,0.0,0.8,2,2,2,8,4,2,False,False
38,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.009929078014184398,0.0010003982486951352,0.142857145,0.357142855,0.0,0.6,2,2,2,1,3,2,False,False
39,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.012765957446808512,0.007549880533121099,0.0,0.11111111,0.0,0.0,2,2,5,1,6,2,False,False
40,0.037037037037037035,0.0029413927494668732,0.0,0.00039209920109787774,0.06524822695035462,0.06385970221570812,0.0,0.00897436,0.0,0.0,2,2,2,8,4,2,False,False
41,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.00035951812062481425,0.0,0.333333335,0.0,0.6,2,1,1,3,2,2,False,False
42,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.021276595744680854,0.0048639154440466075,0.0,0.033333335,0.0,0.0,2,1,1,4,4,2,False,False
43,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.000547092792255152,0.0,0.25,0.0,0.4,2,3,2,2,3,2,False,False
44,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0013911788145916724,0.0,0.25,0.0,0.0,2,4,1,1,3,2,False,False
45,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03120567375886525,0.009742159507800672,0.015151514999999999,0.030303029999999998,0.0,0.2,2,2,5,1,4,2,False,False
46,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.019858156028368795,0.0034920151368514566,0.085714285,0.285714285,0.0,0.0,2,1,1,1,2,2,False,False
47,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.0012661290335047805,0.333333335,0.6666666649999999,0.0,0.2,2,3,2,1,3,2,False,False
48,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.015602836879432626,0.01253363534966723,0.0,0.01818182,0.0,0.0,2,3,2,1,3,2,False,False
49,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.6,2,2,2,3,2,2,False,False
50,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,1,1,3,4,2,True,False
51,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01702127659574468,0.00416051042543284,0.055555555,0.130555555,0.0,0.2,2,3,2,1,3,2,False,False
52,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0004689366790758446,0.0,0.5,0.0,1.0,2,2,4,4,2,2,True,False
53,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0025166268443736995,0.0,0.375,0.0,0.0,2,4,2,2,3,2,False,False
54,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0021362670940887774,0.25,0.125,0.0,0.4,2,3,3,1,4,2,False,False
55,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.2,2,2,4,1,3,2,False,False
56,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.6,2,3,2,3,3,2,False,False
57,0.14814814814814814,0.016765938671961172,0.08333333333333333,0.0474440033328432,0.05106382978723405,0.01562718457053493,0.0,0.073682335,0.05375629693529549,0.2,2,2,2,4,1,2,False,False
58,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0016412783767654562,0.0,0.25,0.0,0.4,2,2,6,6,3,2,False,False
59,0.07407407407407407,0.005000367674093684,0.0,0.00039209920109787774,0.02269503546099291,0.005981858004725266,0.05882353,0.232843135,0.0,0.6,2,2,4,2,1,2,False,False
60,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.002657307848096453,0.0,0.083333335,0.0,0.4,2,1,1,3,3,2,False,False
61,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.006280625255089146,0.25,0.604166665,0.0,0.0,2,1,1,1,3,2,False,False
62,0.4444444444444444,0.08248155502610487,0.0,0.00039209920109787774,0.059574468085106386,0.0243000381841226,0.045,0.098333335,0.10589367657135017,0.0,2,1,1,3,2,2,False,False
63,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.019858156028368795,0.011059090014872004,0.0,0.035714285,0.0,0.0,2,2,2,5,4,2,True,False
64,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,2,2,4,3,2,False,False
65,0.1111111111111111,0.02612937225678359,0.0,0.00039209920109787774,0.03829787234042553,0.012494557293077576,0.0,0.06321839,0.06334530812746439,0.8,2,2,2,3,1,2,False,True
66,0.14814814814814814,0.013236267372600927,0.0,0.00039209920109787774,0.12765957446808512,0.10868345678304255,0.01075269,0.07506517,0.0,0.0,2,4,1,1,3,2,False,False
67,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.6,2,2,2,5,1,2,False,False
68,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.025531914893617023,0.014114994040182923,0.0,0.037037035,0.0,0.0,2,2,7,2,4,2,False,False
69,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.2,2,3,2,3,3,2,False,False
70,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,2,2,6,1,2,2,False,False
71,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.028368794326241138,0.0031008872107992605,0.125,0.2625,0.0,0.0,2,2,6,6,1,2,False,False
72,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0006877737959779055,0.0,0.5,0.0,0.4,2,2,2,3,3,2,False,False
73,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.00668495288112447,0.0,0.0625,0.0,0.0,2,2,4,3,2,2,False,False
74,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.002125846278477162,0.0,0.333333335,0.0,0.0,2,2,4,3,3,2,False,False
75,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.02269503546099291,0.009212000539546664,0.0,0.125,0.0,0.0,2,2,4,1,1,2,False,False
76,0.37037037037037035,0.29610020354437827,0.0,0.00039209920109787774,0.05106382978723405,0.03301848287988379,0.02173913,0.07246377,0.03162122298359608,0.0,2,2,6,1,2,2,False,True
77,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0012036041429613347,0.0,0.25,0.0,0.6,2,3,2,3,3,2,False,False
78,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,1.0,2,1,1,1,3,2,True,False
79,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.4,2,1,1,1,3,2,False,False
80,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.009929078014184398,0.003266925530895051,0.0,0.142857145,0.0,0.0,2,4,1,1,5,2,True,False
81,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.004236061334318463,0.0,0.083333335,0.0,0.8,2,1,1,1,3,2,False,False
82,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.0006330645167523902,0.0,0.1,0.0,0.0,2,2,2,1,3,2,False,False
83,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01702127659574468,0.00587733971108392,0.083333335,0.291666665,0.0,0.0,2,3,2,4,1,2,False,False
84,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.8,2,2,2,2,1,2,True,False
85,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,2,1,1,1,3,2,False,False
86,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.009929078014184398,0.0023603146180150845,0.285714285,0.42857143,0.0,0.0,2,2,2,2,1,2,False,False
87,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.002172739946384747,0.0,0.333333335,0.0,0.0,2,1,1,1,3,2,False,False
88,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.009929078014184398,0.005291168862239114,0.142857145,0.11904761999999999,0.0,0.4,2,4,1,3,3,2,False,False
89,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.02695035460992908,0.009707510297103471,0.0,0.039473685,0.0,0.0,2,1,1,4,2,2,False,False
90,0.07407407407407407,0.01088315317302743,0.0,0.00039209920109787774,0.021276595744680854,0.0026549030438925716,0.0,0.05882353,0.0,0.4,2,1,1,1,3,2,False,False
91,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,2,1,1,1,2,2,True,False
92,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0008284547997006588,0.0,0.5,0.0,0.0,2,1,1,1,3,2,False,False
93,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01843971631205674,0.010164202518968933,0.0,0.07692307500000001,0.0,0.0,2,2,2,1,5,0,False,False
94,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03829787234042553,0.014479722567831985,0.01851852,0.12962963,0.0,0.6,2,4,1,3,3,2,False,False
95,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0005314615696192905,0.0,0.5,0.0,0.2,2,1,1,1,3,2,False,False
96,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.024501941481712884,0.25,0.333333335,0.0,0.2,2,1,1,1,3,2,False,False
97,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0016569095994013177,0.0,0.125,0.0,0.6,2,1,1,1,4,2,False,False
98,0.0,0.0002941392749466873,0.041666666666666664,0.00039209920109787774,0.009929078014184398,0.0007971923544289358,0.19047619,0.40476190500000003,0.0,0.6,2,2,4,1,7,2,False,False
99,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.02269503546099291,0.010085264844657833,0.020833334999999998,0.15833333500000002,0.0,0.0,2,3,2,3,4,2,False,False
100,0.1111111111111111,0.005686692647988823,0.0,0.00039209920109787774,0.05390070921985816,0.041206681755628645,0.0,0.04473684,0.0,0.4,2,2,4,1,2,2,False,False
101,0.14814814814814814,0.01823663504669461,0.0,0.00039209920109787774,0.02695035460992908,0.009503783362603784,0.0,0.134920635,0.048473511573880586,1.0,2,1,1,7,4,2,True,True
102,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.006502588616518379,0.0,0.166666665,0.0,0.4,2,1,1,3,2,2,False,False
103,0.07407407407407407,0.009412456798293993,0.041666666666666664,0.006665686418663922,0.05106382978723405,0.0325837674020563,0.0,0.06755125,0.0,0.8,2,2,2,4,3,2,False,False
104,0.1111111111111111,0.01750128685932789,0.0,0.00039209920109787774,0.024113475177304965,0.004418425598924555,0.03529412,0.08823529499999999,0.0,0.0,2,1,1,3,4,2,False,False
105,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.00043767423380412166,0.75,0.75,0.0,0.0,2,1,1,7,2,2,False,False
106,0.0,0.0002941392749466873,0.041666666666666664,0.00039209920109787774,0.012765957446808512,0.003376344089346081,0.22222222,0.37037037,0.0,0.8,2,4,1,1,3,2,False,False
107,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01702127659574468,0.0025478892896454225,0.25,0.333333335,0.0,0.0,2,1,1,1,3,2,False,False
108,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.001797590603124071,0.25,0.333333335,0.0,0.8,2,3,3,1,3,2,False,False
109,0.2222222222222222,0.09625707772630342,0.16666666666666666,0.037249424104298386,0.18156028368794327,0.0791442214260988,0.004273505,0.08959234999999999,0.0,0.0,2,2,5,1,3,2,False,False
110,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.003970330549508818,0.0,0.083333335,0.0,0.6,2,2,2,3,3,2,False,False
111,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,1.5631222635861488e-05,1.0,1.0,0.0,0.4,2,2,2,1,3,2,False,False
112,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.8,2,1,1,2,3,2,False,False
113,0.07407407407407407,0.006765203323773807,0.0,0.00039209920109787774,0.03546099290780142,0.006838659903189401,0.04,0.12,0.0,0.2,2,2,4,1,1,2,False,False
114,0.0,0.0002941392749466873,0.041666666666666664,0.036857324903200504,0.04255319148936171,0.01636328489076393,0.06451613,0.177419355,0.0,0.2,2,1,1,1,3,2,False,False
115,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01702127659574468,0.00498375481654613,0.0,0.02777778,0.0,0.0,2,1,1,1,4,2,True,False
116,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.029787234042553193,0.017934222765668008,0.0,0.064814815,0.0,0.8,2,3,2,1,3,2,False,False
117,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.015602836879432626,0.00903484668352794,0.09090909,0.136363635,0.0,0.2,2,2,2,3,1,2,False,False
118,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.0015005973730427028,0.0,0.375,0.0,0.0,2,4,1,3,3,2,False,False
119,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.0047284448473481,0.0,0.555555555,0.0,0.0,2,2,4,9,3,2,False,False
120,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.003814018323150203,0.0,0.166666665,0.0,0.0,2,2,4,4,1,2,False,False
121,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.002133661889795093,0.0,0.25,0.0,0.6,2,2,2,1,2,2,False,False
122,0.0,0.0002941392749466873,0.08333333333333333,0.02979953928343871,0.019858156028368795,0.0069298420347108855,0.0,0.171875,0.0,0.8,2,1,1,3,3,2,False,False
123,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.0006565113507061824,0.0,0.333333335,0.0,0.0,2,1,1,3,3,2,False,False
124,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.015602836879432626,0.004594016332679691,0.14,0.5976190499999999,0.0,0.0,2,2,4,3,1,2,False,False
125,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,2,1,1,3,3,2,False,False
126,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.012765957446808512,0.019372295248167266,0.0,0.20370370499999998,0.0,0.4,2,2,2,1,3,2,False,False
127,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.014184397163120569,0.0035399508867891387,0.0,0.25,0.0,0.4,2,1,1,8,3,2,False,False
128,0.14814814814814814,0.1361864843003162,0.0,0.00039209920109787774,0.0723404255319149,0.029296297989719274,0.0,0.03773585,0.0,0.6,2,2,2,9,3,2,False,False
129,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.00021883711690206083,0.6666666649999999,0.833333335,0.0,0.0,2,2,4,1,1,2,False,False
130,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.003485762647797112,0.0,0.5,0.0,0.0,2,2,6,1,2,2,True,False
131,0.07407407407407407,0.006176924773880433,0.0,0.00039209920109787774,0.02269503546099291,0.003373738885052397,0.0,0.11111111,0.0,0.0,2,2,2,1,6,2,False,False
132,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,3,2,3,3,2,False,False
133,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.031546412488151536,0.0,0.055555555,0.0,0.8,2,2,2,4,3,2,False,False
134,0.2222222222222222,0.033090668431502324,0.0,0.00039209920109787774,0.03687943262411348,0.007034484387113804,0.0,0.092592595,0.0,0.6,2,1,1,3,3,2,False,False
135,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.002487969603395661,0.0,0.166666665,0.0,0.0,2,3,2,4,2,2,False,False
136,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.012765957446808512,0.004762312496913507,0.02777778,0.23148148000000002,0.0,0.0,2,2,4,5,2,2,False,False
137,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.00040641178853239863,0.0,0.333333335,0.0,0.0,2,2,4,1,5,2,False,False
138,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0006721425733420439,0.25,0.75,0.0,0.4,2,2,2,1,4,2,False,False
139,0.14814814814814814,0.030774321641297155,0.0,0.00039209920109787774,0.019858156028368795,0.01570026054104695,0.0,0.09019608,0.0,0.2,2,1,1,3,3,2,False,False
140,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,2,2,2,7,3,2,False,False
141,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.012765957446808512,0.004275139390908117,0.0,0.059259259999999994,0.0,0.2,2,1,1,6,3,2,False,False
142,0.1111111111111111,0.005882785498933746,0.0,0.00039209920109787774,0.011347517730496455,0.0053927718093722135,0.0,0.037037035,0.0,0.0,2,2,4,2,3,2,False,False
143,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,2,2,2,2,3,2,False,False
144,0.0,0.0002941392749466873,0.041666666666666664,0.007841984021957555,0.014184397163120569,0.013333432908389849,0.0,0.045454545,0.0,0.0,2,2,2,3,6,2,False,False
145,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.012207984878607822,0.333333335,0.333333335,0.0,0.4,2,2,4,1,3,2,False,False
146,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.016240840318660087,0.0,0.166666665,0.0,0.0,2,2,2,1,1,2,False,False
147,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.008972321792984494,0.0,0.25,0.0,0.0,2,2,2,3,3,2,False,False
148,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03971631205673759,0.019261313567452646,0.035714285,0.151785715,0.0,0.0,2,1,1,4,3,2,False,False
149,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.015602836879432626,0.004965518391179707,0.0,0.136363635,0.0,0.8,2,2,2,2,1,2,False,False
150,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.028368794326241138,0.013673201102700911,0.0375,0.140833335,0.0,0.0,2,1,2,1,1,2,False,False
151,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.4,2,2,2,3,4,2,False,False
152,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.00026573078480964527,0.5,0.75,0.0,0.0,2,2,5,5,1,2,False,False
153,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.02695035460992908,0.009628833143690677,0.0,0.131578945,0.0,0.2,2,2,2,3,3,2,False,False
154,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.012765957446808512,0.004107103747572606,0.0,0.133333335,0.0,0.0,2,2,6,1,1,2,False,False
155,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.029787234042553193,0.00964263734056807,0.166666665,0.24965405,0.0,0.0,2,3,2,2,1,2,True,False
156,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,2,3,3,3,2,2,True,False
157,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.0018522998823495864,0.0,0.166666665,0.0,0.8,2,1,1,1,3,2,True,False
158,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,2,1,1,1,3,2,False,False
159,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,2,3,2,3,3,2,False,False
160,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03262411347517731,0.007857294578814083,0.04347826,0.09420289999999999,0.0,0.6,2,1,1,4,2,2,False,False
161,0.07407407407407407,0.017354217221854547,0.08333333333333333,0.009018281625251189,0.04397163120567376,0.012976519992058719,0.15151515000000002,0.203030305,0.0,0.0,2,1,1,1,1,2,True,False
162,0.037037037037037035,0.003088462386940216,0.0,0.00039209920109787774,0.03262411347517731,0.019132616506294463,0.076086955,0.06231884,0.0,0.0,2,1,1,1,2,2,True,False
163,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.007315412193583177,0.0,0.083333335,0.0,0.4,2,1,1,3,3,2,False,False
164,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03262411347517731,0.011538447509559461,0.04347826,0.057971015,0.0,0.6,2,2,2,1,3,2,False,False
165,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01702127659574468,0.0020320589426619934,0.0,0.166666665,0.0,0.0,2,1,1,3,2,2,False,False
